"Case#","Date","Time","Description","Location","Date_Time","Notes","Hour","Minute","Year","Time_Numeric","Type"
"220151","2022 04 21","0435","Medical Assist - Other","Residence Hall",2022-04-21 04:35:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO met with a student who had sustained an injury earlier in the day and requested the CSO evaluate the injury. The CSO applied first aid, and encouraged the student to follow up with the Health & Counseling Center during their open hours later that day.",4,35,2022,4.58333333333333,"Incident"
"220152","2022 04 21","1706","Damage to Property","Canyon House",2022-04-21 17:06:00,"Notes: A CSO on patrol of the Canyon house encountered damage to the lawn to the west of the structure. The damage appeared to have been caused by vehicle tires. Grounds staff were notified of the damage.",17,6,2022,17.1,"Incident"
"220153","2022 04 21","1741","Information Only","Birchwood Apartments",2022-04-21 17:41:00,"Notes: A CSO on patrol of the Birchwood Apartments encountered a bicycle that was missing both its front and rear tires. The bicycle was secured to the bike rack. The CSO affixed a red CS tag to the bike alerting the owner that the bicycle would be removed in 72 hours if Community Safety was not contacted by the owner. ",17,41,2022,17.6833333333333,"Incident"
"220154","2022 04 21","2033","Graffiti","Sullivan Hall",2022-04-21 20:33:00,"Notes: A CSO on patrol encountered a new graffito on the northside of Sullivan Hall. Building Services has been contacted for removal of the graffiti.",20,33,2022,20.55,"Incident"
"220155","2022 04 21","2042","Damage to Property","Theatre Annex ",2022-04-21 20:42:00,"Notes: CSOs responded to a security alarm at the Theatre Annex. Upon their inspection of the building they noted that a northside window of the old warehouse was cracked. No further signs of suspicious activity were found in the area. Building Services has been contacted for repairs to the window. ",20,42,2022,20.7,"Incident"
"220156","2022 04 20","2316","Disturbance/Information Only/Subject with Weapon/Suspicious Person","Reed College Apartments",2022-04-20 23:16:00,"Notes: A CSO responded to multiple noise complaints received from residents of the Reed College Apartments. Upon arrival, the CSO encountered two people, one sitting at a picnic table and one standing nearby holding a knife. The person holding the knife said that they worked at a nearby food truck and that the seated person had approached the truck yelling racial slurs and other unintelligible statements. The person who had been sitting at the table got up, continued to yell unintelligibly, and began walking southward on 28th Ave. The CSO provided the food truck employee with a Reed pink card containing emergency numbers and also recommended the person contact 911 should another emergency arise. ",23,16,2022,23.2666666666667,"Incident"
"220157","2022 04 22","0707","Damage to Property","Chemistry",2022-04-22 07:07:00,"Notes: CSOs responded to a report of an unknown person walking around campus looking for their vehicle. CSOs contacted the person, but they  declilned to provide their name. The person could not provide any information about the vehicle, except that it was a black truck, and did not remember where the vehicle had been left. CSOs escorted the person off campus. A CSO witnessed a student offer a ride to the person to the East Lot. The CSOs then followed the individual to the chemistry loading dock, where they found a truck stuck in the grass. The person attempted to start the vehicle but when it would not start they gathered their belongings from the vehicle and walked off campus. Police later determined that the truck had been stolen, contacted the owner, and the truck’s owner later came to campus and retrieved it. Police notified CS that the person who had been seen on campus and tried to start the truck had been arrested off campus.",7,7,2022,7.11666666666667,"Incident"
"220158","2022 04 22","1203","Damage to Property","Lower North Lot",2022-04-22 12:03:00,"Notes: A CSO responded to a report of a vehicle in the Lower North Lot missing its rear window. The CSO located the vehicle and observed that the rear window glass had been shattered. The CSO was unable to determine whether or not any personal items were removed from the vehicle and was unable to contact the owner as the vehicle was not registered with Community Safety.",12,3,2022,12.05,"Incident"
"220159","2022 04 22","1426","No Contact Order","Campus",2022-04-22 14:26:00,"Notes: A No Contact Order was issued between two Reed community members.",14,26,2022,14.4333333333333,"Incident"
"220160","2022 04 22","1558","Graffiti","Prexy",2022-04-22 15:58:00,"Notes: A CSO on patrol encountered new graffiti on a green electrical box north of Prexy. Building Services was contacted for removal of the graffiti.",15,58,2022,15.9666666666667,"Incident"
"220161","2022 04 22","1626","Graffiti","Canyon House",2022-04-22 16:26:00,"Notes: A CSO on patrol encountered new graffiti painted onto the dumpster corral west of the Canyon House. Building Services was contacted for removal of the graffiti.",16,26,2022,16.4333333333333,"Incident"
"220162","2022 04 22","1656","Information Only","Library",2022-04-22 16:56:00,"Notes: A CSO on patrol encountered a bicycle chassis missing some parts secured to the bike rack north of the Library. The CSO tagged the bike with a Community Safety red tag. ",16,56,2022,16.9333333333333,"Incident"
"220163","2022 04 22","1847","Health Behavior/Exclusion","Residence Hall",2022-04-22 18:47:00,"Notes: An exclusion was issued to a visitor who threatened to physically harm CS staff and the individual was escorted off campus.",18,47,2022,18.7833333333333,"Incident"
"220164","2022 04 22","2201","Health Behavior","German House",2022-04-22 22:01:00,"Notes: A CSO responding to a service request encountered a large gathering of approximately 40-50 students listening to a live band in the basement of the German House. After confirming that the gathering was not a college sanctioned event, the CSO requested the students disperse in accordance with current COVID policy, and the students complied.",22,1,2022,22.0166666666667,"Incident"
"220165","2022 04 23","0133","Graffiti","Chemistry",2022-04-23 01:33:00,"Notes: A CSO on patrol encountered new graffiti on the north exterior side of the Chemistry building. Building Services was contacted for removal of the graffiti.",1,33,2022,1.55,"Incident"
"220166","2022 04 23","0333","Graffiti","Eliot Circle/Main Drive",2022-04-23 03:33:00,"Notes: A CSO on patrol encountered new graffiti on the monolith located at the entrance of the main drive. Building Services was contacted for removal of the graffiti.",3,33,2022,3.55,"Incident"
"220167","2022 04 23","1540","Information Only","East Lot",2022-04-23 15:40:00,"Notes: A CSO on patrol encountered a blue moped lying on its side in the East Lot just north of the Language Houses. The CSO observed that the moped appeared to be leaking fuel. The CSO stood the bike back upright and continued on their patrol. ",15,40,2022,15.6666666666667,"Incident"
"220169","2022 04 24","0340","Damage to Property","Naito/Sullivan",2022-04-24 03:40:00,"Notes: CSOs responded to a request for assistance regarding a bike secured at the Naito/Sullivan breezeway bike rack. Upon arrival, the CSOs met with the owner of the bike. The owner stated that, in what appeared to be an attempted theft of the bike, the U-Lock securing the bike had been damaged and the student was unable to unlock it. A CSO was able to successfully unlock the lock without having to cut it.",3,40,2022,3.66666666666667,"Incident"
